k,Rayyan ID,Title,Year,Species (Latin),Species (English),Genetic line (if applicable),Order,Family,Recording location,Group context,Juveniles present?,Number of animals,Number of vocalizations (total recorded),Number of vocalizations (included in analysis),Call classification,Full repertoire analysed?,"Repertoire size (hand, total)","Repertoire size (hand, juvenile) - indicate how many calls of total repertoire are juvenile ",Repertoire size (automated),Graded vs discrete (do authors mention reportoire is graded?),Data availability,Notes,Preselected non-noisy calls,Spectrogram type,FFT size,Window type,Overlap (%),Bandpass filtered,High pass freq threshold,Low pass freq threshold ,Notes (preprocess),Package,Number of features,Multi-unit calls?,Characteristics general,Syllables/units,Repeated measurements at multiple locations in call?,PRAAT measures,AvisoftSAS Lab Pro measurements,Raven Pro measurements,warblR measurements,Custom features,Custom measurement of:,Notes call features,Language,analysis_methods,Analysis based on:,Notes analysis,Open access,License,Done?,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,notes,doi,keywords,pubmed_id,pmc_id,PDF files,n_animals,n_recs_analysed,juvenile,rep_size
22/12/2025 20:20:14,rayyan-380414592,Vocal communication of wild bonnet macaques (Macaca radiata),1989,Macaca radiata,bonnet macaque,,Primates,Cercopithecidae,field,group,Yes,120,,1480,Hand,Yes,25,9.0,,Yes,No,,no,,,,,,,,,Kay Sona-Graph,5,,duration,,,,,,,mean F0; modulation F0; freq bandwidth; range of main energy,F0,,not specified,,,,No,,x,rayyan-380414592,Vocal communication of wild bonnet macaques (Macaca radiata),1989,,,Primates,0032-8332,30.0,3.0,325-345,"Hohmann, G",,,,,,,,,,,120,1480,9.0,25
10/12/2025 09:18:46,rayyan-380414593,Vocal communication of the wild Japanese monkey,1963,Macaca fuscata,Japanese macaque,,Primates,Cercopithecidae,field,group,Yes,,,,Hand,Yes,37,6.0,,Yes,No,,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414593,Vocal communication of the wild Japanese monkey,1963,,,Primates,0032-8332,4.0,2.0,11-66,"Itani, Junichiro",,,,,,,,,,,,,6.0,37
14/01/2026 16:35:57,rayyan-380414595,"First observations on colony structure, behavior and vocal repertoire of the South American fur seal (Arctocephalus australis, Zimmermann 1783) in Peru",1981,Arctocephalus australis,South American fur seal,,Carnivora,Otariidae,field,group,Yes,,,,,Yes,4,1.0,,Yes,No,,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,CC BY-NC-SA 3.0,x,rayyan-380414595,"First observations on colony structure, behavior and vocal repertoire of the South American fur seal (Arctocephalus australis, Zimmermann 1783) in Peru",1981,,,Zeitschrift Für Säugetierkunde,0044-3468,46.0,,,"Trillmich, Fritz and Majluf, Patricia",,,,,,,,,,,,,1.0,4
14/12/2025 15:42:37,rayyan-380414603,"The vocal repertoire of an African colobine, Colobus angolensis ruwenzorii: a multi-level society compared to congeners in stable groups",2020,Colobus angolensis ruwenzorii,Rwenzori Angolan colobus,,Primates,Cercopithecidae,field,group,Yes,132,,443,Hand,Yes,6,,,No,No,,yes,,,,,,,,not reported,Raven Pro 1.5,5,Some,duration,number of units,,,,max/peak frequency,,,,,not specified,,,,No,,x,rayyan-380414603,"The vocal repertoire of an African colobine, Colobus angolensis ruwenzorii: a multi-level society compared to congeners in stable groups",2020,7.0,13.0,Behaviour,,157.0,7.0,597-628,"Poirier-Poulin, Samuel and Teichroeb, Julie A.",https://brill.com/view/journals/beh/157/7/article-p597_1.xml,English,,,,,10.1163/1568539X-bja10015,,,,132,443,0.0,6
29/12/2025 20:47:53,rayyan-380414609,Bat serenades—complex courtship songs of the sac-winged bat (Saccopteryx bilineata),2004,Saccopteryx bilineata,sac-winged bat,,Chiroptera,Emballonuridae,field,group,Unknown,,,5019,Hand,No,7,,,No,No,,no,,1024,Hamming,75,,,,,Avisoft-SASLab Pro,12,Some,duration,,,,,,,Discontinuity = length of pauses / total length; Longest pause at beginning of call; Longest pause at end of call; main freq; mean F0; start freq; end freq; end-start freq; Number of modulations; Medium frequency stroke in modulations; Modulation frequency = number of modulations / (total length – length of pauses),F0,,not specified,,,DFA for individual identity,No,,x,rayyan-380414609,Bat serenades—complex courtship songs of the sac-winged bat (Saccopteryx bilineata),2004,6.0,1.0,Behavioral Ecology And Sociobiology,1432-0762,56.0,2.0,106-115,"Behr, Oliver and von Helversen, Otto",https://doi.org/10.1007/s00265-004-0768-7,,,,,,10.1007/s00265-004-0768-7,,,,,5019,0.0,7
12/01/2026 17:26:37,rayyan-380414611,Characterizing Vocal Repertoires—Hard vs. Soft Classification Approaches,2015,Papio ursinus,chacma baboon,,Primates,Cercopithecidae,field,group,Yes,78,,912,Automated,Yes,,,,Yes,"Yes, preprocessed",,yes,,1024,Hamming,96.87,,,,,LMA,9; 38; 118,No,duration,,,,,,,,,See word doc,MATLAB,"K-means clustering, fuzzy c-means; hierarchical clustering",features,,Yes,CC BY 4.0,x,rayyan-380414611,Characterizing Vocal Repertoires—Hard vs. Soft Classification Approaches,2015,4.0,27.0,Plos One,,10.0,4.0,e0125785,"Wadewitz, Philip and Hammerschmidt, Kurt and Battaglia, Demian and Witt, Annette and Wolf, Fred and Fischer, Julia",https://doi.org/10.1371/journal.pone.0125785,,,,,,10.1371/journal.pone.0125785,,,,78,912,0.0,
19/12/2025 22:03:47,rayyan-380414613,Vocal acoustics in the endangered proboscis monkey (Nasalis larvatus),2014,Nasalis larvatus,proboscis monkey,,Primates,Cercopithecidae,field,group,Unknown,,,1173,Hand,Yes,4,,,No,No,,yes,,,,,Yes,5.0,30000.0,,Praat,8,Some,duration,,,"mean F0, max F0, min F0, std F0",,,,HNR; % voiced; time to peak,,,SPSS,DFA,features,,No,,x,rayyan-380414613,Vocal acoustics in the endangered proboscis monkey (Nasalis larvatus),2014,2.0,1.0,American Journal Of Primatology,0275-2565,76.0,2.0,192-201,"Röper, K.M. and Scheumann, M. and Wiechert, A.B. and Nathan, S. and Goossens, B. and Owren, M.J. and Zimmermann, E.",https://doi.org/10.1002/ajp.22221,,,,,,10.1002/ajp.22221,acoustics;loud calls;non-invasive tool for conservation;proboscis monkeys;vocalizations,,,,1173,0.0,4
01/01/2026 17:45:46,rayyan-380414636,Graded or discrete? A quantitative analysis of Campbell's monkey alarm calls,2013,Cercopithecus campbelli,Campbell's monkey,,Primates,Cercopithecidae,field,group,Yes,,4157.0,3344,Automated,Yes,,,4,Yes,No,,yes,,512,Hanning/Hann,,,,,,Raven Pro,7,Some,duration,,,,,,,start PF; middle PF; end PF; start to middle PF; middle to end PF; 'oo' present,peak frequency,,SPSS,"PCA, two-step clustering, K-means clustering",features,,No,,x,rayyan-380414636,Graded or discrete? A quantitative analysis of Campbell's monkey alarm calls,2013,1.0,1.0,Animal Behaviour,0003-3472,85.0,1.0,109-118,"Keenan, Sumir and Lemasson, Alban and Zuberbühler, Klaus",https://www.sciencedirect.com/science/article/pii/S0003347212004745,,,,,,10.1016/j.anbehav.2012.10.014,vocal repertoire;alarm call;Campbell's monkey;discrete signal;graded signal;nonhuman primate;referential,,,,3344,0.0,
05/01/2026 06:05:24,rayyan-380414643,The social contexts of some very low frequency calls of African elephants,1988,Loxodonta africana,African elephant,,Proboscidea,Elephantidae,field,group,Unknown,,,264,Hand,No,8,,,No,No,,yes,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414643,The social contexts of some very low frequency calls of African elephants,1988,6.0,1.0,Behavioral Ecology And Sociobiology,1432-0762,22.0,6.0,385-392,"Poole, Joyce H. and Payne, Katherine and Langbauer, William R. and Moss, Cynthia J.",https://doi.org/10.1007/BF00294975,,,,,,10.1007/BF00294975,,,,,264,0.0,8
05/01/2026 15:16:54,rayyan-380414646,Classification of African Elephant Loxodonta africana Rumbles Using Acoustic Parameters and Cluster Analysis,2005,Loxodonta africana,african elephant,,Proboscidea,Elephantidae,field,group,Unknown,,975.0,663,Automated,No,,,3,Yes,No,,yes,,,,,,,,,Cool Edit Pro,20,No,duration,,60 points in the frequency contour,,,,,coefficient of freq modulation; jitter factor; frequency variability index; inflection factor; min freq; end freq; max freq; mean freq; peak amp freq; freq bandwidth; peak freq/mean freq; mean freq/min freq; time to max amp; time to max peak; time to min peak; start slope; middle slope; end slope,"F0, peak frequency",,S-PLUS,MCLUST,features,,No,,x,rayyan-380414646,CLASSIFICATION OF AFRICAN ELEPHANT LOXODONTA AFRICANA RUMBLES USING ACOUSTIC PARAMETERS AND CLUSTER ANALYSIS,2005,1.0,1.0,Bioacoustics,0952-4622,15.0,2.0,143-161,"WOOD, JASON D. and MCCOWAN, BRENDA and LANGBAUER JR., WILLIAM R. and VILJOEN, JOZUA J. and HART, LYNETTE A.",https://doi.org/10.1080/09524622.2005.9753544,,,,,<p>doi: 10.1080/09524622.2005.9753544</p>,10.1080/09524622.2005.9753544,,,,,663,0.0,
30/12/2025 12:42:08,rayyan-380414654,Vocal Repertoire of Golden-backed Uakaris (Cacajao melanocephalus): Call Structure and Context,2010,Cacajao melanocephalus,golden-backed uakari,,Primates,Pitheciidae,field,group,Yes,46,,509,Hand,Yes,9,1.0,,No,No,,,,1024,Hanning/Hann,,,,,,BatSound,11,No,duration,,,,,,,max F0; min F0; start F0; end F0; F0bandwidth; time to max F0; time max F0 to end; peak freq; number of harmonics; freq F0 to F1,"F0, peak frequency",,SPSS,DFA,features,,No,,x,rayyan-380414654,Vocal Repertoire of Golden-backed Uakaris (Cacajao melanocephalus): Call Structure and Context,2010,10.0,1.0,International Journal Of Primatology,1573-8604,31.0,5.0,759-778,"Bezerra, Bruna Martins and Souto, Antonio S. and Jones, Gareth",https://doi.org/10.1007/s10764-010-9427-1,,,,,,10.1007/s10764-010-9427-1,,,,46,509,1.0,9
31/12/2025 23:42:34,rayyan-380414655,Western Gorilla Vocal Repertoire and Contextual Use of Vocalizations,2013,Gorilla gorilla,western gorilla,,Primates,Hominidae,field,group,Yes,13,11738.0,2163,Hand,Yes,17,3.0,,Yes,No,,yes,,1024,Hamming,,,,,,LMA,28,Some,duration,,,,,,"freq.median, freq.Q25",dfa1mean; dfa1maloc; dfa2mean; dfa2maloc; df1max; df1min; df1mean; df1maloc; df1miloc; df1trfak; df2max; df2mean; df3mean; diffmean; diffreq; ampratio1; fp1max; fp1mean; fp1amean; ranmean; pfmax; pfmin; pfmean; pfmaloc; pftrfak; % noise; % tonal,"F0, peak frequency, amplitude",extracted in LMA but used Warblr features for speed,SPSS,DFA,features,,No,,x,rayyan-380414655,Western Gorilla Vocal Repertoire and Contextual Use of Vocalizations,2013,10.0,1.0,Ethology,0179-1613,119.0,10.0,831-847,"Salmi, Roberta and Hammerschmidt, Kurt and Doran-Sheehy, Diane M.",https://doi.org/10.1111/eth.12122,,,,,,10.1111/eth.12122,,,,13,2163,3.0,17
04/12/2025 16:14:18,rayyan-380414661,Aerial Vocalizations by Wild and Rehabilitating Mediterranean Monk Seals (Monachus monachus) in Greece.,2011,Monachus monachus,Mediterranean monk seal,,Carnivora,Phocidae,field,group,Yes,8,,,Hand,No,4,,,No,No,,no,,,,,,,,not reported,Spectrogram Version 16,9,Some,duration,"unit duration, inter unit interval, number of units",,,,,,"start freq; end freq, max freq, min freq, harmonic interval",,,MYSTAT,PCA,features,,No,,x,rayyan-380414661,Aerial Vocalizations by Wild and Rehabilitating Mediterranean Monk Seals (Monachus monachus) in Greece.,2011,,,Aquatic Mammals,0167-5427,37.0,3.0,,"Muñoz, Gabriela and Karamanlidis, Alexandros A and Dendrinos, Panagiotis and Thomas, Jeanette A",,,,,,,,,,,8,,0.0,4
04/01/2026 16:09:45,rayyan-380414674,Structure and Usage of the Vocal Repertoire of Callithrix jacchus,2008,Callithrix jacchus,common marmoset,,Primates,Callitrichidae,field,group,Yes,30,,754,Hand,Yes,13,1.0,,No,No,,yes,,,,,,,,,SYRINX-PC,12,Some,,"unit duration, inter unit interval, number of units",,,,,,max freq; min freq; start freq; end freq; freq bandwidth; time to max; time max to end; number of harmonics; interval between harmonics,formants,,not specified,,,,No,,x,rayyan-380414674,Structure and Usage of the Vocal Repertoire of Callithrix jacchus,2008,6.0,1.0,International Journal Of Primatology,1573-8604,29.0,3.0,671-701,"Bezerra, Bruna Martins and Souto, Antonio",https://doi.org/10.1007/s10764-008-9250-0,,,,,,10.1007/s10764-008-9250-0,,,,30,754,1.0,13
27/12/2025 22:27:20,rayyan-380414682,Vocal behaviour in the endangered corsican deer: description and phylogenetic implications,2008,Cervus elaphus corsicanus,Corsican deer,,Artiodactyla,Cervidae,field,group,Yes,,,679,Hand,Yes,4,1.0,,No,No,,no,,,,,,,,,PRAAT,15,No,duration,,,"mean F0, max F0, min F0, start f0, end f0, number of F0 inflections; ",,,,min freq for each F1-F8,formants,,not specified,,,DFA only for individual recognition,No,,x,rayyan-380414682,VOCAL BEHAVIOUR IN THE ENDANGERED CORSICAN DEER: DESCRIPTION AND PHYLOGENETIC IMPLICATIONS,2008,1.0,1.0,Bioacoustics,0952-4622,18.0,2.0,159-181,"KIDJO, NICOLAS and CARGNELUTTI, BRUNO and CHARLTON, BENJAMIN D. and WILSON, CHRISTIAN and REBY, DAVID",https://doi.org/10.1080/09524622.2008.9753598,,,,,<p>doi: 10.1080/09524622.2008.9753598</p>,10.1080/09524622.2008.9753598,,,,,679,1.0,4
11/01/2026 12:20:48,rayyan-380414683,"Vocalizations in red deer (Cervus elaphus), sika deer (Cervus nippon), and red × sika hybrids",1998,Cervus elaphus,red deer,,Artiodactyla,Cervidae,field,group,Unknown,,,,Hand,No,2,,,No,No,,no,,,,,,,,, Cool Edit,15,No,duration,,10 points in F0 profile,,,,,min F0; max F0; time to max F0; time to min F0,F0,,not specified,,features,,No,,x,rayyan-380414683,"Vocalizations in red deer (Cervus elaphus), sika deer (Cervus nippon), and red × sika hybrids",1998,1.0,1.0,Journal Of Zoology,0952-8369,244.0,1.0,123-134,"Long, A. M. and Moore, N.P. and Hayden, T. J.",https://doi.org/10.1111/j.1469-7998.1998.tb00014.x,,,,,,10.1111/j.1469-7998.1998.tb00014.x,vocalizations;Cervus elaphus;Cervus nippon;hybrids;rutting,,,,,0.0,2
22/12/2025 21:23:02,rayyan-380414684,Vocal repertoires and classification of the sika deer Cervus nippon,1992,Cervus nippon,sika deer,,Artiodactyla,Cervidae,field,group,Yes,,7250.0,620,Hand,Yes,13,1.0,,No,No,recordings in Nara Park,yes,,,,,,,,,Kay Sona-Graph,4,Some,duration,number of units,,,,,,F0 min; F0 max,F0,,not specified,,,,Yes,,x,rayyan-380414684,Vocal repertoires and classification of the sika deer Cervus nippon,1992,,,Journal Of The Mammalogical Society Of Japan,0914-1855,17.0,2.0,71-94,"Minami, Masato and Kawamichi, Takeo",,,,,,,,,,,,620,1.0,13
14/01/2026 16:48:26,rayyan-380414686,"Rutting vocalizations of Formosan sika deer Cervus nippon taiouanus—acoustic structure, seasonal and diurnal variations, and individuality",2013,Cervus nippon taiouanus,Formosan sika deer,,Artiodactyla,Cervidae,field,group,Yes,,,148,Hand,No,2,,,No,No,,yes,,,,,,,,not reported,Avisoft-SASLab Pro,14,No,duration,,,,,,,"F0 start; F0 end; F0 center; F0 mean; F0 min; F0 max; PF start; PF end; PF center; PF mean; PF min; PF max, dB","F0, peak frequency, amplitude",,not specified,,,DFA only for identity,No,,x,rayyan-380414686,"Rutting vocalizations of Formosan sika deer Cervus nippon taiouanus—acoustic structure, seasonal and diurnal variations, and individuality",2013,,,Zoological Science,0289-0003,30.0,12.0,1025-1031,"Yen, Shih-Ching and Shieh, Bao-Sen and Wang, Yi-Ting and Wang, Ying",,,,,,,,,,,,148,0.0,2
11/12/2025 21:42:01,rayyan-380414702,Field and laboratory studies of the vocalizations of talapoin monkeys (Miopithecus talapoin),1974,Miopithecus talapoin,Angolan talapoin,,Primates,Cercopithecidae,field,group,Yes,115,,1400,Hand,Yes,28,4.0,,Yes,No,,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414702,Field and laboratory studies of the vocalizations of talapoin monkeys (Miopithecus talapoin),1974,,,Behaviour,0005-7959,51.0,3.0,209-271,"Gautier, Jean-Pierre",,,,,,,,,,,115,1400,4.0,28
15/12/2025 15:49:01,rayyan-380414707,An analysis of the organization of vocal communication in the titi monkey Callicebus moloch,1979,Plecturocebus moloch,red-bellied titi monkey,,Primates,Pitheciidae,field,group,Unknown,,,,Hand,Yes,12,1.0,,Yes,No,,yes,,,,,,,,,Kay Sona-Graph,7,Some,,,,,,,,50% dominant freq; number of harmonics; min dom freq; max dom freq; 50% highest harmonic,dominant frequency,,not specified,,,,No,,x,rayyan-380414707,An analysis of the organization of vocal communication in the titi monkey Callicebus moloch,1979,,,Zeitschrift Für Tierpsychologie,0044-3573,49.0,4.0,381-405,"Robinson, John G",,,,,,,,,,,,,1.0,12
14/12/2025 12:33:55,rayyan-380414710,Vocal repertoire of the mongoose Herpestes auropunctatus,1975,Urva auropunctata,small Indian mongoose,,Carnivora,Herpestidae,field,group,Yes,,,,Hand,Yes,12,,,No,No,,yes,,,,,,,,,Kay Sona-Graph,,Some,duration,,,,,,,mean amplitude,amplitude,,not specified,,,,No,,x,rayyan-380414710,Vocal repertoire of the mongoose Herpestes auropunctatus,1975,,,Behaviour,0005-7959,55.0,3.0,237-267,"Mulligan, BE and Nellis, DW",,,,,,,,,,,,,0.0,12
01/12/2025 17:27:54,rayyan-380414714,"Acoustic communication in the aardwolf, Proteles cristatus (Carnivona: Hyaenidae).",1997,Proteles cristatus,aardwolf,,Carnivora,Hyaenidae,field,group,Unknown,13,,,Hand,Yes,9,1.0,,Yes,No,calls include some mechanical sounds,,,,,,,,,no further analysis,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414714,"Acoustic communication in the aardwolf, Proteles cristatus (Carnivona: Hyaenidae).",1997,,,Zeitschrift Für Säugetierkunde,0044-3468,62.0,4.0,219-238,"Peters, G and Sliwa, A",,,,,,,,,,,13,,1.0,9
12/11/2025 17:15:32,rayyan-380414715,A field study on the vocalizations of Goeldi's monkeys (Callimico goeldii),1982,Callimico goeldii,Goeldi's monkey,,Primates,Callitrichidae,field,group,Yes,8,,,Hand,Yes,40,12.0,,No,No,,,,,,,,,,no further analysis,not specified,,,,,,,,,,,,no further analysis,not specified,,,no further analysis,No,,x,rayyan-380414715,A field study on the vocalizations of Goeldi's monkeys (Callimico goeldii),1982,,,Primates,0032-8332,23.0,2.0,206-219,"Masataka, Nobuo",,,,,,,,,,,8,,12.0,40
05/01/2026 06:39:01,rayyan-380414716,The study of vocal communication of wild mandrills in Cameroon in relation to their social structure,1987,Mandrillus sphinx,mandrill,,Primates,Cercopithecidae,field,group,Unknown,,,,Hand,Yes,11,,,Yes,No,,no,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414716,The study of vocal communication of wild mandrills in Cameroon in relation to their social structure,1987,,,Primates,0032-8332,28.0,3.0,289-308,"Kudo, Hiroko",,,,,,,,,,,,,0.0,11
28/12/2025 22:44:56,rayyan-380414718,Vocal communication in free-ranging African wild dogs (Lycaon pictus),2000,Lycaon pictus,African wild dog,,Carnivora,Canidae,field,group,Unknown,,,321,Hand,Yes,18,0.0,,Yes,No,,yes,,,,,,,,,Kay Sona-Graph,5,Some,duration,"unit duration, inter unit interval",,,,,,F0; dominant freq range; harmonic interval,"F0, dominant frequency",,not specified,,,,No,,x,rayyan-380414718,Vocal communication in free-ranging African wild dogs (Lycaon pictus),2000,,,Behaviour,0005-7959,,,1271-1298,"Robbins, Robert L",,,,,,,,,,,,321,0.0,18
11/01/2026 19:20:07,rayyan-380414736,Alarm calling in three species of marmots,1999,Marmota olympus,Olympic marmot,,Rodentia,Sciuridae,field,group,Yes,14,,20,Hand,No,4,,,Yes,No,,yes,,512,Hamming,50,,,,,Canary,14,Some,duration,"unit duration, inter unit interval, number of units, unit range (units/s)",,,,,,min freq; max freq; peak freq; min freq at call start; min freq at call end; bandwidth; end-start freq; end/start freq,peak frequency,,not specified,,,,No,,x,rayyan-380414736,Alarm calling in three species of marmots,1999,,,Behaviour,0005-7959,136.0,6.0,731-757,"Blumstein, Daniel",,,,,,,,,,,14,20,0.0,4
10/01/2026 13:16:17,rayyan-380414737,Alarm Communication in Belding's Ground Squirrels,1981,Urocitellus beldingi,Belding's ground squirrel,,Rodentia,Sciuridae,field,group,Yes,,,48,Hand,No,2,,,Yes,No,,no,,,,,,,,,Kay Sona-Graph,,Some,duration,"unit duration, inter unit interval",,,,,,PF,peak frequency,,not specified,,,,No,,x,rayyan-380414737,Alarm Communication in Belding's Ground Squirrels,1981,1.0,12.0,Zeitschrift Für Tierpsychologie,0044-3573,56.0,2.0,150-168,"Robinson, Scott R.",https://doi.org/10.1111/j.1439-0310.1981.tb01293.x,,,,,,10.1111/j.1439-0310.1981.tb01293.x,,,,,48,0.0,2
28/12/2025 21:57:51,rayyan-380414738,"Context-specific alarm calls of the eastern chipmunk, Tamias striatus",1994,Tamias striatus,eastern chipmunk,,Rodentia,Sciuridae,field,group,Yes,,,,Hand,Yes,10,1.0,,Yes,No,,no,,,,,,,,,Kay Sona-Graph,,Some,duration,"unit duration, inter unit interval, unit range (units/s)",2-3 notes per call,,,,,min freq; max freq;,,,not specified,,,,No,,x,rayyan-380414738,"Context-specific alarm calls of the eastern chipmunk, Tamias striatus",1994,6.0,1.0,Canadian Journal Of Zoology,0008-4301,72.0,6.0,1087-1092,"Silva, Karen Burke da and Kramer, Donald L. and Weary, Daniel M.",https://doi.org/10.1139/z94-146,,,,,<p>doi: 10.1139/z94-146</p>,10.1139/z94-146,,,,,,1.0,10
31/12/2025 10:13:41,rayyan-380414740,Vervets revisited: A quantitative analysis of alarm call structure and context specificity,2015,Chlorocebus pygerythrus,vervet monkey,,Primates,Cercopithecidae,field,group,Yes,,,504,Automated,No,4,,,Yes,No,,yes,,1024,Hamming,93.75,Highpass,100.0,,,LMA; Avisoft SASlab Pro,10,Some,duration,number of units,,,"peak frequency, Q25, Q50, entropy",,,Maximum difference between successive peak frequencies; Mean frequency of the first global frequency peak; Mean amplitude of the first global frequency peak; Mean frequency range; ,"peak frequency, amplitude",,SPSS,two-step clustering,features,,Yes,CC BY 4.0,x,rayyan-380414740,Vervets revisited: A quantitative analysis of alarm call structure and context specificity,2015,,,Scientific Reports,2045-2322,5.0,1.0,13220,"Price, Tabitha and Wadewitz, Philip and Cheney, Dorothy and Seyfarth, Robert and Hammerschmidt, Kurt and Fischer, Julia",,,,,,,,,,,,504,0.0,4
15/01/2026 10:53:59,rayyan-380414748,"Calling behaviour of the yellow-bellied glider, Petaurus australis Shaw (Marsupialia: Petauridae)",1982,Petaurus australis,yellow-bellied glider,,Diprotodontia,Petauridae,field,group,Unknown,,,,Hand,No,6,,,No,No,,no,,,,,,,,,Kay Sona-Graph,,,duration,,,,,,,max freq; freq bands,,,not specified,,,,No,,not available?,rayyan-380414748,"Calling behaviour of the yellow-bellied glider, Petaurus australis Shaw (Marsupialia: Petauridae).",1982,,,Australian Mammalogy,0310-0049,5.0,2.0,95-111,"Kavanagh, RP and Rohan-Jones, WG",,,,,,,,,,,,,0.0,6
07/01/2026 21:17:43,rayyan-380414749,Intraspecific Variation in the Vocalizations and Hand Pad Morphology of Southern Lesser Bush Babies (Galago moholi): A Comparison with G. senegalensis,2000,Galago senegalensis,Senegal bushbaby,,Primates,Galagidae,field,,Unknown,,,230,Hand,No,3,,,No,No,,no,,512,Hamming,50,,,,,Avisoft Sonogram Pro,4,Some,,"unit duration, inter unit interval, number of units",,,,,,F0,F0,,not specified,,,,No,,x,rayyan-380414749,Intraspecific Variation in the Vocalizations and Hand Pad Morphology of Southern Lesser Bush Babies (Galago moholi): A Comparison with G. senegalensis,2000,6.0,1.0,International Journal Of Primatology,1573-8604,21.0,3.0,537-555,"Anderson, M. J. and Ambrose, L. and Bearder, S. K. and Dixson, A. F. and Pullen, S.",https://doi.org/10.1023/A:1005400205038,,,,,,10.1023/A:1005400205038,,,,,230,0.0,3
14/01/2026 17:01:56,rayyan-380414751,"Vocalization analyses of nocturnal arboreal mammals of the Taita Hills, Kenya",2020,Dendrohyrax sp.,tree hyrax,,Hyracoidea,Procaviidae,field,,Unknown,,,253,Hand,No,3,,,Yes,"Yes, preprocessed",songs with 5 syllable types,yes,,512,Hanning/Hann,50,,,,,Raven Pro,10,No,duration,,,,,"energy, aggregate entropy, max/peak frequency, max/peak power, center frequency, 1st quartile frequency",,min freq; max freq; freq bandwidth,,,R; SPSS,multinomial regression analysis,features,,Yes,CC BY 4.0,x,rayyan-380414751,"Vocalization analyses of nocturnal arboreal mammals of the Taita Hills, Kenya",2020,,,Diversity,1424-2818,12.0,12.0,473,"Rosti, Hanna and Pihlström, Henry and Bearder, Simon and Pellikka, Petri and Rikkinen, Jouko",,,,,,,,,,,,253,0.0,3
01/12/2025 22:37:05,rayyan-380414754,Acoustic Repertoire of the Philippine Tarsier (Tarsius syrichta fraterculus) and Individual Variation of Long‐Distance Calls,2012,Tarsius syrichta fraterculus,Philippine Tarsier,,Primates,Tarsiidae,field,group,Yes,,,841,Hand,Yes,8,,,No,No,,yes,,1024,Hanning/Hann,87.5,Lowpass,,22000.0,,Avisoft-SASLab Pro; LMA,5,Some,duration,number of units,,,"min frequency, max frequency",,,start freq,,additional features for certain call types,not specified,,,,Yes,CC BY 3.0,x,rayyan-380414754,Acoustic Repertoire of the Philippine Tarsier (Tarsius syrichta fraterculus) and Individual Variation of Long‐Distance Calls,2012,,,International Journal Of Zoology,1687-8485,2012.0,1.0,602401,"Řeháková-Petrů, Milada and Policht, Richard and Peške, Lubomír",,,,,,,,,,,,841,0.0,8
19/12/2025 08:53:05,rayyan-380414756,"Ultrasonic Vocalizations by the Spectral Tarsier, Tarsius spectrum",2015,Tarsius spectrum,spectral tarsier,,Primates,Tarsiidae,field,group,Unknown,,,143898,Hand,No,5,,,No,No,,yes,,,,,,,,,BatSound,5,No,duration,,,,,,,"mean F0; max F0; min F0, start PF; end PF","F0, peak frequency",classical multi-unit calls considered single unit in the paper,not specified,,,,No,,x,rayyan-380414756,"Ultrasonic vocalizations by the spectral tarsier, Tarsius spectrum",2015,,,Folia Primatologica,0015-5713,86.0,3.0,153-163,"Gursky, Sharon",,,,,,,,,,,,143898,0.0,5
11/01/2026 07:09:20,rayyan-380414759,Role of sound communication in mating of Malaysian Callosciurus (Sciuridae),1993,Callosciurus notatus,plantain squirrel,,Rodentia,Sciuridae,field,group,No,,,,Hand,No,2,,,No,No,,no,,,,,,,,,Kay Sonagraph,,All,,"unit duration, number of units",,,,,,max freq; min freq; F0; F1,,,not specified,,,,No,,x,rayyan-380414759,Role of sound communication in mating of Malaysian Callosciurus (Sciuridae),1993,,,Journal Of Mammalogy,1545-1542,74.0,2.0,468-476,"Tamura, Noriko",,,,,,,,,,,,,0.0,2
11/01/2026 07:49:28,rayyan-380414760,Vocalizations in response to predators in three species of Malaysian Callosciurus (Sciuridae),1993,Callosciurus notatus,plantain squirrel,,Rodentia,Sciuridae,field,group,Unknown,,,,Hand,No,4,,,No,No,,no,,,,,,,,,Kay Sonagraph,,Some,duration,"unit duration, unit range (units/s)",,,,,,min freq; max freq; dominant freq,,,not specified,,,,No,,x,rayyan-380414760,Vocalizations in response to predators in three species of Malaysian Callosciurus (Sciuridae),1993,,,Journal Of Mammalogy,1545-1542,74.0,3.0,703-714,"Tamura, Noriko and Yong, Hoi-Sen",,,,,,,,,,,,,0.0,4
